RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
country,ISR,age,12,male,50m,freestyle,4X50m,01:54.76,,מכבי אשדוד,ISR,07/08/2001
country,ISR,age,12,male,50m,freestyle,50m,27.13,יונתן חייטוב,הפועל פתח-תקוה,ISR,30/07/2005
country,ISR,age,12,male,50m,freestyle,800m,09:56.37,מרק חינאוי,הפועל בת-ים,ISR,04/08/2009
country,ISR,age,12,male,50m,individual_medley,200m,02:25.50,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,24/07/2014
country,ISR,age,12,male,50m,individual_medley,400m,05:19.16,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,02/05/2014
country,ISR,age,12,male,50m,individual_medley,4X100m,04:57.45,"קוצי מיכאל, רון פולונסקי, קורובוב אריאל, גרצ׳יק דוד",מכבי חיפה,ISR,01/08/2013
country,ISR,age,12,male,50m,individual_medley,4X50m,02:08.81,"ערן גרובמן, דניאל סובטוב, פלג קליין, אלן טרייבוך",מכבי וייסגל רחובות,ISR,24/07/2019
country,ISR,age,13,female,25m,backstroke,100m,01:03.34,מרסי אן נגירה,בני הרצליה,ISR,28/12/2018
country,ISR,age,13,female,25m,backstroke,200m,02:16.92,אילנית דימשיץ,מכבי קרית ביאליק,ISR,26/12/2024
country,ISR,age,13,female,25m,backstroke,50m,30.04,שירה אשכנזי,מכבי קרית אונו,ISR,29/12/2016
country,ISR,age,13,female,25m,breaststroke,100m,01:10.30,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,30/12/2016
country,ISR,age,13,female,25m,breaststroke,200m,02:30.32,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/12/2016
country,ISR,age,13,female,25m,breaststroke,50m,32.58,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,28/12/2016
country,ISR,age,13,female,25m,butterfly,100m,01:02.92,ענת זימין,הפועל בת ים,ISR,28/12/2005
country,ISR,age,13,female,25m,butterfly,200m,02:17.40,שרון שטיימן,הפועל פליפר חדרה,ISR,27/12/2018
country,ISR,age,13,female,25m,butterfly,50m,28.25,ענת זימין,הפועל בת ים,ISR,29/12/2006
country,ISR,age,13,female,25m,freestyle,100m,55.94,מיכל אוגינץ,הפועל בית שמש,ISR,24/12/2025
country,ISR,age,13,female,25m,freestyle,1500m,18:13.20,רבקה אנדרוביץ׳,הפועל אולימפ נתניה,ISR,21/12/2022
country,ISR,age,13,female,25m,freestyle,200m,02:03.01,בקי פוזדנר,הפועל בת ים,ISR,30/12/2017
country,ISR,age,13,female,25m,freestyle,400m,04:16.61,בקי פוזדנר,הפועל בת ים,ISR,27/12/2017
country,ISR,age,13,female,25m,freestyle,4X100m,04:19.36,"דנה ווזנבסקי נח, סופי נחמני, דניאל יהודיאן, מרי פלייטמן",הפועל אולימפ נתניה,ISR,25/12/2025
country,ISR,age,13,female,25m,freestyle,4X50m,01:57.32,"דנה ווזנבסקי נח, סופי נחמני, דניאל יהודיאן, מרי פלייטמן",הפועל אולימפ נתניה,ISR,26/12/2025
country,ISR,age,13,female,25m,freestyle,50m,25.70,מיכל אוגינץ,הפועל בית שמש,ISR,26/12/2025
country,ISR,age,13,female,25m,freestyle,800m,08:44.53,בקי פוזדנר,הפועל בת ים,ISR,29/12/2017
country,ISR,age,13,female,25m,individual_medley,100m,01:04.47,מעיין גראור,מכבי חיפה,ISR,24/12/2025
country,ISR,age,13,female,25m,individual_medley,200m,02:18.66,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,31/12/2016
country,ISR,age,13,female,25m,individual_medley,400m,04:54.83,דריה גולובטי,הפועל בת ים,ISR,29/12/2018
country,ISR,age,13,female,25m,individual_medley,4X100m,04:46.42,,הפועל דולפין נתניה,ISR,30/12/2011
country,ISR,age,13,female,25m,individual_medley,4X50m,02:02.55,"גלי קוקס-מעגן, שירה גמליי, ליליה אפשטיין, מיטל שרגין",מכבי חיפה,ISR,22/01/2016
country,ISR,age,13,female,50m,backstroke,100m,01:07.15,עדי מעוז,מכבי ראשון לציון,ISR,19/07/2026
country,ISR,age,13,female,50m,backstroke,200m,02:24.26,עדי מעוז,מכבי ראשון לציון,ISR,27/05/2026
country,ISR,age,13,female,50m,backstroke,50m,31.10,שירה אשכנזי,מכבי קרית אונו,ISR,16/07/2016
country,ISR,age,13,female,50m,breaststroke,100m,01:14.33,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,25/06/2016
country,ISR,age,13,female,50m,breaststroke,200m,02:38.80,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,26/06/2016
country,ISR,age,13,female,50m,breaststroke,50m,34.55,מרסי אן נגירה,בני הרצליה,ISR,27/05/2026
country,ISR,age,13,female,50m,butterfly,100m,01:03.09,ענת זימין,הפועל בת-ים,ISR,30/06/2006
country,ISR,age,13,female,50m,butterfly,200m,02:17.99,שרון שטיימן,הפועל פליפר חדרה,ISR,26/07/2018
country,ISR,age,13,female,50m,butterfly,50m,28.43,ענת זימין,הפועל בת-ים,ISR,11/08/2006
country,ISR,age,13,female,50m,freestyle,100m,59.82,ענת זימין,מכבי קרית ביאליק,ISR,10/08/2006
country,ISR,age,13,female,50m,freestyle,1500m,18:25.38,יעל דניאלי,מכבי פ.מ. רעות,ISR,21/07/2010
country,ISR,age,13,female,50m,freestyle,200m,02:07.41,בקי פוזדנר,הפועל בת-ים,ISR,10/07/2017
country,ISR,age,13,female,50m,freestyle,400m,04:24.34,בקי פוזדנר,הפועל בת-ים,ISR,24/06/2017
country,ISR,age,13,female,50m,freestyle,4X50m,01:58.55,"בקי פוזדנר, אלכסיה סבשצ׳ינסקי, רוני עוז, דריה גולובטי",הפועל בת-ים,ISR,23/07/2017
country,ISR,age,13,female,50m,freestyle,50m,27.44,מיכל אוגינץ,הפועל בית שמש,ISR,26/07/2025
country,ISR,age,13,female,50m,freestyle,800m,09:06.58,בקי פוזדנר,הפועל בת-ים,ISR,25/06/2017
country,ISR,age,13,female,50m,individual_medley,200m,02:23.88,ענת זימין,הפועל בת-ים,ISR,20/05/2006
country,ISR,age,13,female,50m,individual_medley,400m,05:07.05,דריה גולובטי,הפועל בת-ים,ISR,25/07/2018
country,ISR,age,13,female,50m,individual_medley,4X100m,05:12.00,"גוני שלום ידפת, מרסי אן נגירה, ליה גונן, דנה מאיטלס",בני הרצליה,ISR,03/06/2016
country,ISR,age,13,female,50m,individual_medley,4X50m,02:13.25,"גלי קוקס-מעגן, שירה גמליי, ליליה אפשטיין, מיטל שרגין",מכבי וייסגל רחובות,ISR,24/07/2019
country,ISR,age,13,male,25m,backstroke,100m,01:00.03,גילי רותם,מכבי ראשון לציון,ISR,21/12/2022
country,ISR,age,13,male,25m,backstroke,200m,02:11.88,תומר פרנקל,הפועל ירושלים,ISR,27/12/2013
country,ISR,age,13,male,25m,backstroke,50m,27.93,איליה איזנשטוק,מכבי קרית ביאליק,ISR,29/12/2001
country,ISR,age,13,male,25m,breaststroke,100m,01:07.48,גילי רותם,מכבי ראשון לציון,ISR,22/12/2022
country,ISR,age,13,male,25m,breaststroke,200m,02:21.40,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,28/12/2017
country,ISR,age,13,male,25m,breaststroke,50m,30.87,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,27/12/2017
country,ISR,age,13,male,25m,butterfly,100m,58.94,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,13/11/2015
country,ISR,age,13,male,25m,butterfly,200m,02:14.80,בנימין זלצמן,הפועל ירושלים,ISR,26/12/2016
country,ISR,age,13,male,25m,butterfly,50m,26.43,דניאל דרבצוב,הפועל עירוני הוד השרון,ISR,28/12/2019
country,ISR,age,13,male,25m,freestyle,100m,54.93,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,14/11/2015
country,ISR,age,13,male,25m,freestyle,1500m,16:58.32,טום קיצ׳ב,הפועל בת ים,ISR,27/12/2019
country,ISR,age,13,male,25m,freestyle,200m,01:59.85,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,14/11/2015
country,ISR,age,13,male,25m,freestyle,400m,04:13.34,איליה איזנשטוק,מכבי קרית ביאליק,ISR,27/12/2001
country,ISR,age,13,male,25m,freestyle,4X100m,04:10.65,"סטיבן פרידמן, מתן טוצ׳ילובסקי, בר סולוביצ׳יק, רודוב למר",מכבי קרית-ביאליק,ISR,29/12/2012
country,ISR,age,13,male,25m,freestyle,4X200m,09:02.86,מכבי,קרית ביאליק,ISR,28/12/2012
country,ISR,age,13,male,25m,freestyle,4X50m,01:42.17,"למר רודוב, מתו תוצ׳ילובסקי, בר סולובייצ׳יק, סטיבן שיימן",מכבי קרית ביאליק,ISR,05/12/2014
country,ISR,age,13,male,25m,freestyle,50m,25.11,מיכאל בכר,הפועל עמק חפר,ISR,28/12/2024
country,ISR,age,13,male,25m,freestyle,800m,09:01.59,ניר חי,הפועל פתח תקוה,ISR,28/12/2018
country,ISR,age,13,male,25m,individual_medley,100m,01:01.29,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,17/10/2015
country,ISR,age,13,male,25m,individual_medley,200m,02:08.02,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,19/12/2015
country,ISR,age,13,male,25m,individual_medley,400m,04:48.77,גל הדר,קרית אונו/גבעתיים,ISR,27/12/2012
country,ISR,age,13,male,25m,individual_medley,4X100m,04:41.58,מכבי,אשדוד,ISR,23/12/2005
country,ISR,age,13,male,25m,individual_medley,4X50m,02:00.71,"איתן שץ, גל אבדייאב, ניתי ארי, דב שטונובסקי",הפועל דולפין נתניה,ISR,05/12/2025
country,ISR,age,13,male,50m,backstroke,100m,01:04.04,אלעד סומינסקי,מכבי חיפה,ISR,30/07/2025
country,ISR,age,13,male,50m,backstroke,200m,02:20.92,אדם מראענה,מכבי חיפה,ISR,26/07/2016
country,ISR,age,13,male,50m,backstroke,50m,29.35,איליה איזנשטוק,מכבי קרית ביאליק,ISR,09/08/2001
country,ISR,age,13,male,50m,breaststroke,100m,01:11.19,מרק טלר,מכבי כפר המכבייה,ISR,03/08/2021
country,ISR,age,13,male,50m,breaststroke,200m,02:31.58,יבגני רדצ׳נקו,הפועל בת-ים,ISR,31/07/2013
country,ISR,age,13,male,50m,breaststroke,50m,31.50,מרק טלר,מכבי כפר המכביה,ISR,23/07/2021
country,ISR,age,13,male,50m,butterfly,100m,59.65,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,21/07/2015
country,ISR,age,13,male,50m,butterfly,200m,02:16.93,בנימין זלצמן,הפועל ירושלים,ISR,28/07/2016
country,ISR,age,13,male,50m,butterfly,50m,27.44,דניאל דרבצוב,הפועל עירוני הוד השרון,ISR,28/06/2019
country,ISR,age,13,male,50m,freestyle,100m,56.87,מיכאל סמירנוב,הפועל בית שמש,ISR,24/07/2014
country,ISR,age,13,male,50m,freestyle,1500m,17:30.00,אמיר גניאל,מכבי תל-אביב,ISR,02/09/1976
country,ISR,age,13,male,50m,freestyle,200m,02:04.65,מיכאל סמירנוב,הפועל בית שמש,ISR,23/07/2014
country,ISR,age,13,male,50m,freestyle,400m,04:21.92,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,20/07/2015
country,ISR,age,13,male,50m,freestyle,4X100m,04:29.94,,מכבי נהריה,ISR,31/07/2006
country,ISR,age,13,male,50m,freestyle,4X200m,09:43.88,"עילי רבינוביץ, ליאם גיאולי, אלכס דולגיך, רוסלן גבריאלוב",הפועל דולפין נתניה,ISR,24/07/2017
country,ISR,age,13,male,50m,freestyle,4X50m,01:54.76,,מכבי אשדוד,ISR,07/08/2001
country,ISR,age,13,male,50m,freestyle,50m,25.71,מיכאל סמירנוב,הפועל בית שמש,ISR,23/07/2014
country,ISR,age,13,male,50m,freestyle,800m,09:10.30,אמיר גניאל,מכבי תל-אביב,ISR,01/01/1976
country,ISR,age,13,male,50m,individual_medley,200m,02:17.49,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,22/07/2015
country,ISR,age,13,male,50m,individual_medley,400m,04:55.70,תומר פרנקל,הפועל ירושלים,ISR,01/08/2013
country,ISR,age,13,male,50m,individual_medley,4X100m,04:57.45,"קוצי מיכאל, רון פולונסקי, קורובוב אריאל, גרצ׳יק דוד",מכבי חיפה,ISR,01/08/2013
country,ISR,age,13,male,50m,individual_medley,4X50m,02:06.84,"דניאל סטשבסקי, בנימין צ׳רנובסקי, דוד רשקובן, יונתן קאירי גורל",הפועל באר טוביה,ISR,07/08/2025
country,ISR,age,14,female,25m,backstroke,100m,01:01.35,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,11/11/2017
country,ISR,age,14,female,25m,backstroke,200m,02:11.82,אביב ברזילי,הפועל מ.א. משגב,ISR,28/12/2016
country,ISR,age,14,female,25m,backstroke,50m,29.09,אור מלצר,הפועל ה.ה.ב.ב,ISR,13/02/2002
country,ISR,age,14,female,25m,breaststroke,100m,01:09.63,לאה פולונסקי,מכבי חיפה,ISR,30/12/2016
country,ISR,age,14,female,25m,breaststroke,200m,02:30.25,לאה פולונסקי,מכבי חיפה,ISR,29/12/2016
country,ISR,age,14,female,25m,breaststroke,50m,32.58,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,28/12/2016
country,ISR,age,14,female,25m,butterfly,100m,01:01.76,לאה פולונסקי,מכבי חיפה,ISR,28/12/2016
country,ISR,age,14,female,25m,butterfly,200m,02:14.71,שרון שטיימן,הפועל פליפר חדרה,ISR,26/12/2019
country,ISR,age,14,female,25m,butterfly,50m,28.25,ענת זימין,הפועל בת ים,ISR,29/12/2006
country,ISR,age,14,female,25m,freestyle,100m,55.94,מיכל אוגינץ,הפועל בית שמש,ISR,24/12/2025
country,ISR,age,14,female,25m,freestyle,1500m,17:40.19,איילה לוי,מכבי קרית ביאליק,ISR,23/12/2025
country,ISR,age,14,female,25m,freestyle,200m,02:01.35,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,02/12/2017
country,ISR,age,14,female,25m,freestyle,400m,04:13.39,בקי פוזדנר,הפועל בת ים,ISR,26/12/2018
country,ISR,age,14,female,25m,freestyle,4X100m,03:59.94,"אלכסיה סבשצינסקי, רומי חביב, אופיר רכאח, דריה גולובטי",הפועל בת ים,ISR,30/11/2019
country,ISR,age,14,female,25m,freestyle,4X200m,08:52.41,"אילנית דימשיץ, איילה לוי, אנה גורבנקו, מיקה שטיפט",מכבי קרית ביאליק,ISR,04/12/2025
country,ISR,age,14,female,25m,freestyle,4X50m,01:49.33,"דריה גולובטי, רומי חבחב, אופיר רכאח, אלכסיה סבשצ׳נסקי",הפועל בת ים,ISR,26/12/2019
country,ISR,age,14,female,25m,freestyle,50m,25.70,מיכל אוגינץ,הפועל בית שמש,ISR,26/12/2025
country,ISR,age,14,female,25m,freestyle,800m,08:43.60,בקי פוזדנר,הפועל בת ים,ISR,28/12/2018
country,ISR,age,14,female,25m,individual_medley,100m,01:04.47,מעיין גראור,מכבי חיפה,ISR,24/12/2025
country,ISR,age,14,female,25m,individual_medley,200m,02:13.57,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,30/11/2017
country,ISR,age,14,female,25m,individual_medley,400m,04:49.57,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,28/10/2017
country,ISR,age,14,female,25m,individual_medley,4X100m,04:27.95,"אלכסיה סבשצינסקי, רומי חביב, אופיר רכאח, דריה גולובטי",הפועל בת ים,ISR,29/11/2019
country,ISR,age,14,female,25m,individual_medley,4X50m,02:00.00,"ליזה קרסיוב, אילי בן דוד, איה גליל, רות רייס",מכבי מרום רמת גן,ISR,26/12/2024
country,ISR,age,14,female,50m,backstroke,100m,01:04.05,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,24/07/2017
country,ISR,age,14,female,50m,backstroke,200m,02:19.94,גיא שילון,מכבי פ.מ. רעות,ISR,27/07/2011
country,ISR,age,14,female,50m,backstroke,50m,30.17,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/04/2017
country,ISR,age,14,female,50m,breaststroke,100m,01:12.29,לאה פולונסקי,מכבי חיפה,ISR,25/06/2016
country,ISR,age,14,female,50m,breaststroke,200m,02:35.94,אנסטסיה גורבנקו,קרית ביאליק,ISR,25/06/2017
country,ISR,age,14,female,50m,breaststroke,50m,32.95,עומר שני,מכבי וייסגל רחובות,ISR,20/07/2026
country,ISR,age,14,female,50m,butterfly,100m,01:01.74,ענת זימין,הפועל בת-ים,ISR,10/08/2007
country,ISR,age,14,female,50m,butterfly,200m,02:14.45,שרון שטיימן,הפועל פליפר חדרה,ISR,24/07/2019
country,ISR,age,14,female,50m,butterfly,50m,27.43,ענת זימין,הפועל בת-ים,ISR,07/08/2007
country,ISR,age,14,female,50m,freestyle,100m,57.08,מיכל אוגניץ,הפועל בית שמש,ISR,18/07/2026
country,ISR,age,14,female,50m,freestyle,1500m,17:08.77,בקי פוזדנר,הפועל בת-ים,ISR,26/04/2018
country,ISR,age,14,female,50m,freestyle,200m,02:03.38,דריה גולובטי,הפועל בת-ים,ISR,25/07/2019
country,ISR,age,14,female,50m,freestyle,400m,04:20.03,מור פליישמן,מכבי וייסגל רחובות,ISR,25/06/2004
country,ISR,age,14,female,50m,freestyle,4X100m,04:15.51,"רומי סבו, רומי גוטליב, ליאה ארד, איילה חודי",הפועל כפר סבא ב. ב.,ISR,23/07/2021
country,ISR,age,14,female,50m,freestyle,4X200m,09:01.94,"רוני עוז, הילה שובל, רומי חביב, מיקה ביבטקו",הפועל בת-ים,ISR,26/07/2018
country,ISR,age,14,female,50m,freestyle,4X50m,01:56.67,"אלינה ז׳וקובסקי, ליאל מושקוביץ, נטע פרופס, מאיה הסל",מכבי ראשון לציון,ISR,27/07/2025
country,ISR,age,14,female,50m,freestyle,50m,26.42,מיכל אוגינץ,הפועל בית שמש,ISR,20/06/2026
country,ISR,age,14,female,50m,freestyle,800m,08:57.00,בקי פוזדנר,הפועל בת-ים,ISR,28/04/2018
country,ISR,age,14,female,50m,individual_medley,200m,02:18.91,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,05/08/2017
country,ISR,age,14,female,50m,individual_medley,400m,05:00.02,לאה פולונסקי,מכבי חיפה,ISR,17/07/2016
country,ISR,age,14,female,50m,individual_medley,4X100m,04:45.59,,הפועל גבעתיים,ISR,05/08/1996
country,ISR,age,14,female,50m,individual_medley,4X50m,02:07.51,"מאי לווי, שחר ירדן, שירה פייגין, אור אלגד",מכבי קרית אונו,ISR,15/08/2015
country,ISR,age,14,male,25m,backstroke,100m,55.06,מיכאל בכר,הפועל עמק חפר,ISR,26/12/2025
country,ISR,age,14,male,25m,backstroke,200m,02:01.83,אוקאן גולדין,מכבי נהריה,ISR,22/12/2021
country,ISR,age,14,male,25m,backstroke,50m,25.62,מיכאל בכר,הפועל עמק חפר,ISR,24/12/2025
country,ISR,age,14,male,25m,breaststroke,100m,01:03.93,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,29/12/2018
country,ISR,age,14,male,25m,breaststroke,200m,02:18.65,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,27/12/2018
country,ISR,age,14,male,25m,breaststroke,50m,29.20,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,26/12/2018
country,ISR,age,14,male,25m,butterfly,100m,54.90,תומר פרנקל,הפועל ירושלים,ISR,24/12/2014
country,ISR,age,14,male,25m,butterfly,200m,02:03.37,בנימין זלצמן,הפועל ירושלים,ISR,02/12/2017
country,ISR,age,14,male,25m,butterfly,50m,25.51,דניאל דרבצוב,הפועל עירוני הוד השרון,ISR,17/08/2020
country,ISR,age,14,male,25m,freestyle,100m,51.59,תומר פרנקל,הפועל ירושלים,ISR,25/12/2014
country,ISR,age,14,male,25m,freestyle,1500m,15:39.12,שון פומברג,מכבי קרית ביאליק,ISR,24/12/2024
country,ISR,age,14,male,25m,freestyle,200m,01:52.81,דניס לוקטב,מכבי אשדוד,ISR,26/12/2014
country,ISR,age,14,male,25m,freestyle,400m,03:55.40,שון פומברג,מכבי קרית ביאליק,ISR,26/12/2024
country,ISR,age,14,male,25m,freestyle,4X100m,03:39.66,"עידו שפירא, נתנאל נובוסד, עידו ז׳ורבסקי, נתניאל פושקה",הפועל בת ים,ISR,27/11/2021
country,ISR,age,14,male,25m,freestyle,4X200m,08:04.76,"לירן סימנדייב, מרטין קרטאבי, חן מולר, דניאל יוסיפוב",הפועל אולימפ נתניה,ISR,29/12/2018
country,ISR,age,14,male,25m,freestyle,4X50m,01:39.79,"נתניאל פושקה, עידו שפירא, נתנאל נובוסד, עידן ז׳ורבסקי",הפועל בת ים,ISR,23/12/2021
country,ISR,age,14,male,25m,freestyle,50m,23.59,קווין סיזיי,הפועל שחייני הנגב,ISR,27/12/2019
country,ISR,age,14,male,25m,freestyle,800m,08:05.90,שון פומברג,מכבי קרית ביאליק,ISR,28/12/2024
country,ISR,age,14,male,25m,individual_medley,100m,58.86,מייקל לוזין,מכבי ראשון לציון,ISR,24/12/2025
country,ISR,age,14,male,25m,individual_medley,200m,02:06.54,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,31/12/2016
country,ISR,age,14,male,25m,individual_medley,400m,04:30.51,תומר פרנקל,הפועל ירושלים,ISR,26/12/2014
country,ISR,age,14,male,25m,individual_medley,4X100m,04:04.55,"מרטין קרטאבי, דניאל יוסיפוב, בנימין פיקרסקי, חן מולר",הפועל אולימפ נתניה,ISR,28/12/2018
country,ISR,age,14,male,25m,individual_medley,4X50m,01:49.75,"מרטין קרטאבי, דניאל יוסיפוב, בנימין פיקרסקי, לירן סימנדייב",הפועל אולימפ נתניה,ISR,28/12/2018
country,ISR,age,14,male,50m,backstroke,100m,59.62,מיכאל בכר,בפועל עמק חפר,ISR,26/07/2025
country,ISR,age,14,male,50m,backstroke,200m,02:08.94,דניס לוקטב,מכבי אשדוד,ISR,22/07/2014
country,ISR,age,14,male,50m,backstroke,50m,27.40,מיכאל בכר,הפועל עמק חפר,ISR,25/07/2025
country,ISR,age,14,male,50m,breaststroke,100m,01:07.39,מרק טלר,מכבי כפר המכביה,ISR,29/07/2022
country,ISR,age,14,male,50m,breaststroke,200m,02:26.49,דניאל יוסיפוב,הפועל אולימפ נתניה,ISR,26/07/2018
country,ISR,age,14,male,50m,breaststroke,50m,30.42,מרק טלר,מכבי כפר המכביה,ISR,27/07/2022
country,ISR,age,14,male,50m,butterfly,100m,57.15,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,17/07/2016
country,ISR,age,14,male,50m,butterfly,200m,02:10.77,אלון שמי,הפועל עירוני הוד השרון,ISR,01/08/2013
country,ISR,age,14,male,50m,butterfly,50m,26.61,אורי נסים,הפועל באר שבע,ISR,09/08/2024
country,ISR,age,14,male,50m,freestyle,100m,53.83,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,26/07/2016
country,ISR,age,14,male,50m,freestyle,1500m,16:12.25,שון פומברג,מכבי ביאליק,ISR,06/08/2024
country,ISR,age,14,male,50m,freestyle,200m,01:57.85,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,27/07/2016
country,ISR,age,14,male,50m,freestyle,400m,04:05.56,דניס לוקטב,מכבי אשדוד,ISR,30/07/2014
country,ISR,age,14,male,50m,freestyle,4X100m,03:50.31,"דניאל יוסיפוב, חן מולר, מרטין קרטאבי, רון שמילוב",הפועל אולימפ נתניה,ISR,27/07/2018
country,ISR,age,14,male,50m,freestyle,4X200m,08:27.54,"מרטין קרטאבי, חן מולר, רון שמילוב, דניאל יוסיפוב",הפועל אולימפ נתניה,ISR,26/07/2018
country,ISR,age,14,male,50m,freestyle,4X50m,01:42.21,"דניאל יוסיפוב, לירן סימנדייב, מרטין קרטאבי, רון שמילוב",הפועל אולימפ נתניה,ISR,24/07/2018
country,ISR,age,14,male,50m,freestyle,50m,24.50,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,28/07/2016
country,ISR,age,14,male,50m,freestyle,800m,08:32.78,שון פומברג,מכבי קרית ביאליק,ISR,06/08/2024
country,ISR,age,14,male,50m,individual_medley,200m,02:12.72,גילי רותם,מכבי ראשון לציון,ISR,08/06/2023
country,ISR,age,14,male,50m,individual_medley,400m,04:45.37,גל הדר,קרית אונו,ISR,22/07/2013
country,ISR,age,14,male,50m,individual_medley,4X100m,04:11.79,"לירן סימנדייב, דניאל יוסיפוב, מרטין קרטאבי, רון שמילוב",הפועל אולימפ נתניה,ISR,25/07/2018
country,ISR,age,14,male,50m,individual_medley,4X50m,01:55.04,"ערן גרובמן, דניאל סובטוב, פלג קליין, אלן טרייבוך",מכבי וייסגל רחובות,ISR,04/08/2021
country,ISR,age,15,female,25m,backstroke,100m,01:00.15,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,21/12/2018
country,ISR,age,15,female,25m,backstroke,200m,02:10.65,אביב ברזילי,הפועל מ.א. משגב,ISR,27/12/2017
country,ISR,age,15,female,25m,backstroke,50m,27.96,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/12/2018
country,ISR,age,15,female,25m,breaststroke,100m,01:07.44,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/12/2018
country,ISR,age,15,female,25m,breaststroke,200m,02:24.91,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,27/12/2018
country,ISR,age,15,female,25m,breaststroke,50m,32.04,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/12/2018
country,ISR,age,15,female,25m,butterfly,100m,59.61,לאה פולונסקי,מכבי חיפה,ISR,27/12/2017
country,ISR,age,15,female,25m,butterfly,200m,02:14.57,לאה פולונסקי,מכבי חיפה,ISR,02/12/2017
country,ISR,age,15,female,25m,butterfly,50m,27.51,ורד בורוכובסקי,מכבי אשדוד,ISR,10/12/1999
country,ISR,age,15,female,25m,freestyle,100m,54.29,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,29/11/2018
country,ISR,age,15,female,25m,freestyle,1500m,16:59.75,עומר שוורץ,מכבי קרית ביאליק,ISR,21/12/2021
country,ISR,age,15,female,25m,freestyle,200m,02:00.19,בקי פוזדנר,הפועל בת ים,ISR,28/12/2019
country,ISR,age,15,female,25m,freestyle,400m,04:13.07,בקי פוזדנר,הפועל בת ים,ISR,25/12/2019
country,ISR,age,15,female,25m,freestyle,4X100m,03:59.94,"אלכסיה סבשצינסקי, רומי חביב, אופיר רכאח, דריה גולובטי",הפועל בת ים,ISR,30/11/2019
country,ISR,age,15,female,25m,freestyle,4X200m,08:52.41,"אילנית דימשיץ, איילה לוי, אנה גורבנקו, מיקה שטיפט",מכבי קרית ביאליק,ISR,04/12/2025
country,ISR,age,15,female,25m,freestyle,4X200m,08:52.41,"אילנית דימשיץ, איילה לוי, אנה גורבנקו, מיקה שטיפט",מכבי קרית ביאליק,ISR,04/12/2025
country,ISR,age,15,female,25m,freestyle,4X50m,01:49.33,"דריה גולובטי, רומי חבחב, אופיר רכאח, אלכסיה סבשצ׳נסקי",הפועל בת ים,ISR,26/12/2019
country,ISR,age,15,female,25m,freestyle,50m,25.21,שאין גולנד,הפועל מ. א. משגב,ISR,19/12/2022
country,ISR,age,15,female,25m,freestyle,800m,08:38.94,בקי פוזדנר,הפועל בת ים,ISR,27/12/2019
country,ISR,age,15,female,25m,individual_medley,100m,01:01.67,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,21/12/2018
country,ISR,age,15,female,25m,individual_medley,200m,02:09.04,אנסטסיה גורבנקו,מכבי קרית ביאליק,ISR,28/12/2018
country,ISR,age,15,female,25m,individual_medley,400m,04:48.50,ורד בורוכובסקי,מכבי אשדוד,ISR,24/12/1999
