RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
world,,masters,40-44,female,25m,freestyle,400m,04:18.86,CASSON Sophie,,GBR,25/10/2025
world,,masters,40-44,female,25m,freestyle,50m,24.61,LOOF Nadine,,AUS,28/04/2026
world,,masters,40-44,female,25m,freestyle,800m,08:52.15,FUJINO Maiko,,JPN,15/03/2025
world,,masters,40-44,female,25m,individual_medley,100m,01:04.19,BLACKBURN Lisa,,USA,10/10/2015
world,,masters,40-44,female,25m,individual_medley,200m,02:19.21,VON DER LIPPE Susan,,USA,02/12/2007
world,,masters,40-44,female,25m,individual_medley,400m,04:51.76,FUJINO Maiko,,JPN,16/05/2026
world,,masters,40-44,female,50m,backstroke,100m,01:04.70,INADA Noriko,,USA,31/07/2018
world,,masters,40-44,female,50m,backstroke,200m,02:20.72,HARRIGAN Kelly,,USA,23/08/2024
world,,masters,40-44,female,50m,backstroke,50m,29.62,INADA Noriko,,USA,02/08/2018
world,,masters,40-44,female,50m,breaststroke,100m,01:09.24,HUNTER Sally,,AUS,08/08/2025
world,,masters,40-44,female,50m,breaststroke,200m,02:37.41,HEIDEMANN Nicole,,GER,12/08/2025
world,,masters,40-44,female,50m,breaststroke,50m,31.48,HUNTER Sally,,AUS,13/08/2025
world,,masters,40-44,female,50m,butterfly,100m,01:03.36,VON DER LIPPE Susan,,USA,23/05/2009
world,,masters,40-44,female,50m,butterfly,200m,02:23.48,SARRUF Carolina,,BRA,25/04/2026
world,,masters,40-44,female,50m,butterfly,50m,28.24,STAMPFLI Carla,,SUI,10/08/2025
world,,masters,40-44,female,50m,freestyle,100m,58.04,BRAUN Erika,,USA,08/06/2013
world,,masters,40-44,female,50m,freestyle,1500m,17:29.43,GEORGE Heidi,,USA,30/06/2017
world,,masters,40-44,female,50m,freestyle,200m,02:08.42,FUJINO Maiko,,JPN,04/07/2024
world,,masters,40-44,female,50m,freestyle,400m,04:22.87,EVANS Janet,,USA,13/08/2011
world,,masters,40-44,female,50m,freestyle,50m,26.44,OTTERMANN Edith,,RSA,07/11/2009
world,,masters,40-44,female,50m,freestyle,800m,08:59.06,EVANS Janet,,USA,11/06/2011
world,,masters,40-44,female,50m,individual_medley,200m,02:20.73,FUJINO Maiko,,JPN,07/07/2024
world,,masters,40-44,female,50m,individual_medley,400m,04:58.01,FUJINO Maiko,,JPN,10/08/2025
world,,masters,40-44,male,25m,backstroke,100m,54.85,ROSS Michael,,USA,07/12/2008
world,,masters,40-44,male,25m,backstroke,200m,01:59.51,NEAD Kevin,,USA,16/11/2025
world,,masters,40-44,male,25m,backstroke,50m,25.37,SUMIDA Leonardo,,BRA,16/05/2026
world,,masters,40-44,male,25m,breaststroke,100m,59.94,KOBAYASHI Ryo,,JPN,19/04/2026
world,,masters,40-44,male,25m,breaststroke,200m,02:13.72,WEST Steve,,USA,07/12/2014
world,,masters,40-44,male,25m,breaststroke,50m,27.05,SCHOEMAN Roland,,USA,18/11/2023
world,,masters,40-44,male,25m,butterfly,100m,52.38,KORZENIOWSKI Pawel,,POL,12/12/2025
world,,masters,40-44,male,25m,butterfly,200m,02:02.39,KAKIZOE Takefumi,,JPN,05/04/2025
world,,masters,40-44,male,25m,butterfly,50m,23.55,HASEGAWA Takuya,,JPN,18/01/2025
world,,masters,40-44,male,25m,freestyle,100m,48.68,MAGNINI Filippo,,ITA,23/11/2023
world,,masters,40-44,male,25m,freestyle,1500m,15:51.60,PAMPANA Samuele,,ITA,21/02/2016
world,,masters,40-44,male,25m,freestyle,200m,01:47.73,GRANT Andy,,USA,07/12/2025
world,,masters,40-44,male,25m,freestyle,400m,04:00.67,DITZEL Kai,,GER,07/11/2004
world,,masters,40-44,male,25m,freestyle,50m,22.37,DUDA Andrejs,,LAT,12/12/2025
world,,masters,40-44,male,25m,freestyle,800m,08:15.69,PAMPANA Samuele,,ITA,25/02/2017
world,,masters,40-44,male,25m,individual_medley,100m,55.48,ASO Yoshihiro,,JPN,04/04/2026
world,,masters,40-44,male,25m,individual_medley,200m,02:03.45,ROGAN Markus,,USA,02/12/2022
world,,masters,40-44,male,25m,individual_medley,400m,04:22.29,ROGAN Markus,,USA,02/12/2023
world,,masters,40-44,male,50m,backstroke,100m,58.38,CATALANO Enrico,,ITA,03/02/2024
world,,masters,40-44,male,50m,backstroke,200m,02:08.06,NECKLES Nicholas,,BAR,13/08/2019
world,,masters,40-44,male,50m,backstroke,50m,26.29,RAZETO Stefano,,GER,21/06/2026
world,,masters,40-44,male,50m,breaststroke,100m,01:03.60,BRAGIN Vladislav,,RUS,20/05/2012
world,,masters,40-44,male,50m,breaststroke,200m,02:18.57,WEST Steve,,USA,11/07/2015
world,,masters,40-44,male,50m,breaststroke,50m,28.39,MURPHY Barry,,IRL,13/06/2025
world,,masters,40-44,male,50m,butterfly,100m,53.76,KORZENIOWSKI Pawel,,POL,01/06/2025
world,,masters,40-44,male,50m,butterfly,200m,02:05.55,BAKER Dennis,,USA,11/07/2004
world,,masters,40-44,male,50m,butterfly,50m,23.72,SANTOS Nicholas,,BRA,25/08/2024
world,,masters,40-44,male,50m,freestyle,100m,50.73,MAGNINI Filippo,,ITA,30/06/2023
world,,masters,40-44,male,50m,freestyle,1500m,16:24.76,NISATO Nicola,,ITA,07/04/2018
world,,masters,40-44,male,50m,freestyle,200m,01:53.65,PYSHNENKO Vladmir,,USA,02/08/2010
world,,masters,40-44,male,50m,freestyle,400m,04:06.74,HOCHSTEIN Erik,,USA,24/07/2009
world,,masters,40-44,male,50m,freestyle,50m,23.14,KURNOSOV Andrei,,ESP,08/08/2023
world,,masters,40-44,male,50m,freestyle,800m,08:35.85,NISATO Nicola,,ITA,12/08/2019
world,,masters,40-44,male,50m,individual_medley,200m,02:08.63,ROGAN Markus,,USA,27/05/2023
world,,masters,40-44,male,50m,individual_medley,400m,04:42.36,GIOVANNINI Lorenzo,,ITA,30/06/2026
world,,masters,45-49,female,25m,backstroke,100m,01:04.11,MIHALIK Jennifer,,USA,03/12/2023
world,,masters,45-49,female,25m,backstroke,200m,02:18.15,PIPES Karlyn,,FRA,26/02/2009
world,,masters,45-49,female,25m,backstroke,50m,29.32,JOHNSON Kirsty,,GBR,27/06/2026
world,,masters,45-49,female,25m,breaststroke,100m,01:10.63,FRAME Linley,,AUS,16/07/2017
world,,masters,45-49,female,25m,breaststroke,200m,02:34.77,ROSE Gabrielle,,USA,02/12/2022
world,,masters,45-49,female,25m,breaststroke,50m,32.59,GLENN Katie,,USA,18/11/2023
world,,masters,45-49,female,25m,butterfly,100m,01:03.47,VON DER LIPPE Susan,,USA,20/11/2010
world,,masters,45-49,female,25m,butterfly,200m,02:23.18,PIPES Karlyn,,USA,13/12/2009
world,,masters,45-49,female,25m,butterfly,50m,28.28,TSUKIOKA Mabi,,JPN,10/03/2024
world,,masters,45-49,female,25m,freestyle,100m,57.53,MIHALIK Jennifer,,USA,02/12/2023
world,,masters,45-49,female,25m,freestyle,1500m,17:01.27,GEORGE Heidi,,USA,28/01/2023
world,,masters,45-49,female,25m,freestyle,200m,02:05.94,PIPES Karlyn,,USA,02/12/2007
world,,masters,45-49,female,25m,freestyle,400m,04:24.86,GEORGE Heidi,,USA,01/08/2021
world,,masters,45-49,female,25m,freestyle,50m,26.29,BRAUN Erika,,USA,13/10/2018
world,,masters,45-49,female,25m,freestyle,800m,09:01.09,GEORGE Heidi,,USA,28/01/2023
world,,masters,45-49,female,25m,individual_medley,100m,01:05.61,PIPES Karlyn,,FRA,26/02/2009
world,,masters,45-49,female,25m,individual_medley,200m,02:19.30,ROSE Gabrielle,,USA,02/12/2022
world,,masters,45-49,female,25m,individual_medley,400m,05:00.29,PIPES Karlyn,,FRA,27/02/2009
world,,masters,45-49,female,50m,backstroke,100m,01:06.97,MIHALIK Jennifer,,USA,02/08/2025
world,,masters,45-49,female,50m,backstroke,200m,02:24.06,CORBEN Joanna,,GBR,28/05/2016
world,,masters,45-49,female,50m,backstroke,50m,30.28,JOHNSON Kirsty,,GBR,14/06/2026
world,,masters,45-49,female,50m,breaststroke,100m,01:12.34,ROSE Gabrielle,,USA,14/08/2022
world,,masters,45-49,female,50m,breaststroke,200m,02:39.95,ROSE Gabrielle,,USA,24/06/2023
world,,masters,45-49,female,50m,breaststroke,50m,32.47,KRKALO Shauna,,HKG,13/08/2025
world,,masters,45-49,female,50m,butterfly,100m,01:04.96,SEIDER Wenke,,USA,06/08/2014
world,,masters,45-49,female,50m,butterfly,200m,02:24.34,PIPES Karlyn,,USA,20/06/2009
world,,masters,45-49,female,50m,butterfly,50m,28.40,BRAUN Erika,,USA,05/08/2017
world,,masters,45-49,female,50m,freestyle,100m,57.40,THOMAS Melanie,,USA,08/08/2015
world,,masters,45-49,female,50m,freestyle,1500m,17:27.11,GEORGE Heidi,,USA,13/04/2023
world,,masters,45-49,female,50m,freestyle,200m,02:10.09,PIPES Karlyn,,USA,13/06/2009
world,,masters,45-49,female,50m,freestyle,400m,04:30.64,GEORGE Heidi,,USA,14/04/2023
world,,masters,45-49,female,50m,freestyle,50m,26.07,KRKALO Shauna,,HKG,11/08/2025
world,,masters,45-49,female,50m,freestyle,800m,09:11.47,GEORGE Heidi,,USA,27/06/2021
world,,masters,45-49,female,50m,individual_medley,200m,02:21.37,ROSE Gabrielle,,USA,14/08/2022
world,,masters,45-49,female,50m,individual_medley,400m,05:13.85,PIPES Karlyn,,USA,05/09/2008
world,,masters,45-49,male,25m,backstroke,100m,56.37,DOAK Kevin,,USA,24/05/2026
world,,masters,45-49,male,25m,backstroke,200m,02:04.71,HAYASHI Shinya,,JPN,20/04/2024
world,,masters,45-49,male,25m,backstroke,50m,25.53,WAKABAYASHI Mizuki,,JPN,26/04/2026
world,,masters,45-49,male,25m,breaststroke,100m,01:02.22,WEST Steve,,USA,17/11/2018
world,,masters,45-49,male,25m,breaststroke,200m,02:15.28,TENMA Hiroshi,,JPN,19/04/2026
world,,masters,45-49,male,25m,breaststroke,50m,28.64,COMMINGS Jeff,,USA,18/11/2023
world,,masters,45-49,male,25m,butterfly,100m,53.31,KAWAMOTO Kohei,,JPN,06/10/2024
world,,masters,45-49,male,25m,butterfly,200m,02:05.00,NOMURA Eiji,,JPN,19/01/2020
world,,masters,45-49,male,25m,butterfly,50m,23.93,KAWAMOTO Kohei,,JPN,06/10/2024
world,,masters,45-49,male,25m,freestyle,100m,49.99,HARA Hideaki,,JPN,02/06/2019
world,,masters,45-49,male,25m,freestyle,1500m,16:08.41,NISATO Nicola,,ITA,25/02/2023
world,,masters,45-49,male,25m,freestyle,200m,01:52.58,CASTRO Rodrigo,,BRA,25/06/2023
world,,masters,45-49,male,25m,freestyle,400m,04:03.10,CALMASINI Fabio,,ITA,18/04/2015
world,,masters,45-49,male,25m,freestyle,50m,22.85,HARA Hideaki,,JPN,02/06/2019
world,,masters,45-49,male,25m,freestyle,800m,08:24.75,CALMASINI Fabio,,ITA,29/03/2015
world,,masters,45-49,male,25m,individual_medley,100m,56.27,KAWAMOTO Kohei,,JPN,06/04/2025
world,,masters,45-49,male,25m,individual_medley,200m,02:04.64,GRANGER Nicolas,,FRA,08/03/2012
world,,masters,45-49,male,25m,individual_medley,400m,04:31.36,GRANGER Nicolas,,FRA,07/04/2012
world,,masters,45-49,male,50m,backstroke,100m,59.28,WAKABAYASHI Mizuki,,JPN,13/06/2026
world,,masters,45-49,male,50m,backstroke,200m,02:11.56,MAROCCO Eduardo,,BRA,07/06/2013
world,,masters,45-49,male,50m,backstroke,50m,27.07,WAKABAYASHI Mizuki,,JPN,14/06/2026
world,,masters,45-49,male,50m,breaststroke,100m,01:04.77,WEST Steve,,USA,14/07/2019
world,,masters,45-49,male,50m,breaststroke,200m,02:19.44,WEST Steve,,USA,22/06/2018
world,,masters,45-49,male,50m,breaststroke,50m,29.22,TOGO Hideaki,,JPN,08/09/2019
world,,masters,45-49,male,50m,butterfly,100m,56.75,ALLAN Marc Kevin,,RSA,29/02/2024
world,,masters,45-49,male,50m,butterfly,200m,02:06.94,BAKER Dennis,,USA,09/08/2006
world,,masters,45-49,male,50m,butterfly,50m,23.15,SANTOS Nicholas,,BRA,02/11/2025
world,,masters,45-49,male,50m,freestyle,100m,52.24,HARA Hideaki,,JPN,13/08/2019
world,,masters,45-49,male,50m,freestyle,1500m,16:38.81,ERWIN Jeff,,USA,10/08/2009
world,,masters,45-49,male,50m,freestyle,200m,01:55.39,CASTRO Rodrigo,,BRA,25/11/2023
world,,masters,45-49,male,50m,freestyle,400m,04:09.66,CASTRO Rodrigo,,BRA,24/11/2023
world,,masters,45-49,male,50m,freestyle,50m,23.55,HARA Hideaki,,JPN,15/08/2019
world,,masters,45-49,male,50m,freestyle,800m,08:40.79,CALMASINI Fabio,,ITA,10/08/2015
world,,masters,45-49,male,50m,individual_medley,200m,02:10.09,GRANGER Nicolas,,USA,07/08/2016
world,,masters,45-49,male,50m,individual_medley,400m,04:43.83,GRANGER Nicolas,,FRA,05/08/2014
world,,masters,50-54,female,25m,backstroke,100m,01:05.89,REYNOLDS Ellen,,USA,08/03/2014
world,,masters,50-54,female,25m,backstroke,200m,02:22.37,REYNOLDS Ellen,,USA,08/03/2014
world,,masters,50-54,female,25m,backstroke,50m,30.27,LIVINGSTON Leslie,,USA,13/12/2015
world,,masters,50-54,female,25m,breaststroke,100m,01:13.95,GORMAN Helen,,GBR,10/07/2022
world,,masters,50-54,female,25m,breaststroke,200m,02:41.45,GORMAN Helen,,GBR,29/10/2022
world,,masters,50-54,female,25m,breaststroke,50m,33.96,CORO' Monica,,ITA,24/11/2012
world,,masters,50-54,female,25m,butterfly,100m,01:03.51,THOMPSON Jenny,,USA,03/12/2023
world,,masters,50-54,female,25m,butterfly,200m,02:28.08,MARSHALL Lynn,,CAN,08/05/2011
world,,masters,50-54,female,25m,butterfly,50m,28.95,O'NEILL Susan,,AUS,17/06/2023
world,,masters,50-54,female,25m,freestyle,100m,58.12,BRAUN Erika,,USA,15/10/2023
world,,masters,50-54,female,25m,freestyle,1500m,17:47.04,ZAMANIAN Alison,,USA,29/01/2022
world,,masters,50-54,female,25m,freestyle,200m,02:10.72,HEIM-BOWEN Suzanne,,USA,06/12/2009
world,,masters,50-54,female,25m,freestyle,400m,04:33.86,ZAMANIAN Alison,,USA,17/10/2021
world,,masters,50-54,female,25m,freestyle,50m,26.27,FUZZATI Marie Therese,,FRA,27/03/2015
world,,masters,50-54,female,25m,freestyle,800m,09:23.30,ZAMANIAN Alison,,USA,16/10/2021
world,,masters,50-54,female,25m,individual_medley,100m,01:07.04,BRAUN Erika,,USA,15/10/2022
world,,masters,50-54,female,25m,individual_medley,200m,02:27.39,REYNOLDS Ellen,,USA,17/11/2018
world,,masters,50-54,female,25m,individual_medley,400m,05:10.96,REYNOLDS Ellen,,USA,26/09/2014
world,,masters,50-54,female,50m,backstroke,100m,01:07.87,CORBEN Joanna,,GBR,21/01/2023
world,,masters,50-54,female,50m,backstroke,200m,02:26.14,CORBEN Joanna,,GBR,19/04/2024
world,,masters,50-54,female,50m,backstroke,50m,31.59,MABEE Cindy,,CAN,06/07/2019
world,,masters,50-54,female,50m,breaststroke,100m,01:15.44,GORMAN Helen,,GBR,04/06/2022
world,,masters,50-54,female,50m,breaststroke,200m,02:44.66,GORMAN Helen,,GBR,17/06/2022
world,,masters,50-54,female,50m,breaststroke,50m,34.18,CORO' Monica,,ITA,13/06/2012
world,,masters,50-54,female,50m,butterfly,100m,01:07.80,HERNANDEZ Jill,,USA,13/08/2011
world,,masters,50-54,female,50m,butterfly,200m,02:30.66,VENCZEL Kincso,,HUN,13/04/2024
world,,masters,50-54,female,50m,butterfly,50m,29.08,O'NEILL Susan,,AUS,07/08/2023
world,,masters,50-54,female,50m,freestyle,100m,01:00.40,BRAUN Erika,,USA,06/08/2023
world,,masters,50-54,female,50m,freestyle,1500m,18:15.80,ZAMANIAN Alison,,USA,29/07/2022
world,,masters,50-54,female,50m,freestyle,200m,02:11.40,CAMERON Kirsten,,NED,02/05/2024
world,,masters,50-54,female,50m,freestyle,400m,04:40.66,HERNANDEZ Jill,,USA,11/08/2013
world,,masters,50-54,female,50m,freestyle,50m,27.09,FUZZATI Marie Therese,,FRA,28/06/2015
world,,masters,50-54,female,50m,freestyle,800m,09:34.12,PRESTON Susan,,USA,23/07/2016
world,,masters,50-54,female,50m,individual_medley,200m,02:31.02,REYNOLDS Ellen,,USA,07/08/2016
world,,masters,50-54,female,50m,individual_medley,400m,05:20.68,REYNOLDS Ellen,,USA,05/08/2014
world,,masters,50-54,male,25m,backstroke,100m,57.95,GRANGER Nicolas,,FRA,25/03/2017
world,,masters,50-54,male,25m,backstroke,200m,02:07.13,GRANGER Nicolas,,FRA,06/05/2017
world,,masters,50-54,male,25m,backstroke,50m,26.69,BEDFORD Fritz,,USA,24/10/2015
world,,masters,50-54,male,25m,breaststroke,100m,01:03.59,TOGO Hideaki,,JPN,10/12/2023
world,,masters,50-54,male,25m,breaststroke,200m,02:19.36,GRANGER Nicolas,,FRA,23/03/2018
world,,masters,50-54,male,25m,breaststroke,50m,28.72,COMMINGS Jeff,,USA,26/10/2024
world,,masters,50-54,male,25m,butterfly,100m,55.85,NOMURA Eiji,,JPN,15/01/2022
world,,masters,50-54,male,25m,butterfly,200m,02:07.43,NOMURA Eiji,,JPN,29/06/2025
world,,masters,50-54,male,25m,butterfly,50m,24.96,NOMURA Eiji,,JPN,27/11/2022
world,,masters,50-54,male,25m,freestyle,100m,51.02,HARA Hideaki,,JPN,01/06/2025
world,,masters,50-54,male,25m,freestyle,1500m,16:23.36,CALMASINI Fabio,,ITA,22/02/2020
world,,masters,50-54,male,25m,freestyle,200m,01:54.61,GAINES Rowdy,,USA,14/10/2011
world,,masters,50-54,male,25m,freestyle,400m,04:04.48,GRANGER Nicolas,,FRA,29/01/2017
world,,masters,50-54,male,25m,freestyle,50m,23.11,HARA Hideaki,,JPN,01/06/2025
world,,masters,50-54,male,25m,freestyle,800m,08:33.74,CALMASINI Fabio,,ITA,17/11/2018
world,,masters,50-54,male,25m,individual_medley,100m,57.69,GRANGER Nicolas,,FRA,24/03/2017
world,,masters,50-54,male,25m,individual_medley,200m,02:06.38,GRANGER Nicolas,,FRA,28/01/2018
world,,masters,50-54,male,25m,individual_medley,400m,04:29.33,GRANGER Nicolas,,FRA,23/03/2017
world,,masters,50-54,male,50m,backstroke,100m,01:01.57,GRANGER Nicolas,,USA,06/08/2017
world,,masters,50-54,male,50m,backstroke,200m,02:14.53,GRANGER Nicolas,,USA,05/08/2017
world,,masters,50-54,male,50m,backstroke,50m,28.00,MOORE Peter,,USA,25/07/2026
world,,masters,50-54,male,50m,breaststroke,100m,01:05.48,MINONNE Marco,,ITA,08/08/2025
world,,masters,50-54,male,50m,breaststroke,200m,02:24.44,WEST Steve,,USA,09/07/2022
world,,masters,50-54,male,50m,breaststroke,50m,29.23,COMMINGS Jeff,,USA,23/08/2024
world,,masters,50-54,male,50m,butterfly,100m,56.99,NOMURA Eiji,,JPN,08/08/2023
world,,masters,50-54,male,50m,butterfly,200m,02:13.26,NOMURA Eiji,,JPN,06/11/2022
world,,masters,50-54,male,50m,butterfly,50m,25.53,ATASAY Serkan,,TUR,18/05/2024
world,,masters,50-54,male,50m,freestyle,100m,53.04,HARA Hideaki,,JPN,07/09/2024
world,,masters,50-54,male,50m,freestyle,1500m,17:08.33,MC CONICA Jim,,USA,20/08/2000
world,,masters,50-54,male,50m,freestyle,200m,01:58.62,GRANGER Nicolas,,FRA,01/07/2017
world,,masters,50-54,male,50m,freestyle,400m,04:15.93,GRANGER Nicolas,,USA,04/08/2017
world,,masters,50-54,male,50m,freestyle,50m,23.67,HARA Hideaki,,JPN,08/06/2025
world,,masters,50-54,male,50m,freestyle,800m,08:55.05,MATTIOLI Marcus,,BRA,31/07/2010
world,,masters,50-54,male,50m,individual_medley,200m,02:11.15,GRANGER Nicolas,,USA,06/08/2017
world,,masters,50-54,male,50m,individual_medley,400m,04:45.61,GRANGER Nicolas,,USA,03/08/2017
world,,masters,55-59,female,25m,backstroke,100m,01:07.17,REYNOLDS Ellen,,USA,07/12/2019
world,,masters,55-59,female,25m,backstroke,200m,02:24.83,CORBEN Joanna,,GBR,27/04/2025
world,,masters,55-59,female,25m,backstroke,50m,30.12,LIVINGSTON Leslie,,USA,05/03/2016
world,,masters,55-59,female,25m,breaststroke,100m,01:17.36,KULIS Marzena,,ITA,26/01/2019
world,,masters,55-59,female,25m,breaststroke,200m,02:46.91,KULIS Marzena,,ITA,27/01/2019
world,,masters,55-59,female,25m,breaststroke,50m,34.92,ZETEA Anca,,USA,31/01/2026
world,,masters,55-59,female,25m,butterfly,100m,01:07.65,BOSISIO Franca,,ITA,17/02/2024
world,,masters,55-59,female,25m,butterfly,200m,02:31.13,VAL Laura,,USA,14/09/2008
world,,masters,55-59,female,25m,butterfly,50m,29.39,LIVINGSTON Leslie,,USA,05/03/2016
world,,masters,55-59,female,25m,freestyle,100m,01:00.61,PIPES Karlyn,,USA,20/01/2017
world,,masters,55-59,female,25m,freestyle,1500m,18:01.79,MARSHALL Lynn,,CAN,23/04/2017
world,,masters,55-59,female,25m,freestyle,200m,02:13.22,REYNOLDS Ellen,,USA,03/12/2023
world,,masters,55-59,female,25m,freestyle,400m,04:37.35,MARSHALL Lynn,,CAN,23/01/2016
world,,masters,55-59,female,25m,freestyle,50m,27.23,SADLER Helen,,GBR,26/10/2025
world,,masters,55-59,female,25m,freestyle,800m,09:32.63,MARSHALL Lynn,,CAN,23/04/2017
world,,masters,55-59,female,25m,individual_medley,100m,01:09.08,PIPES Karlyn,,USA,21/01/2017
world,,masters,55-59,female,25m,individual_medley,200m,02:27.78,REYNOLDS Ellen,,USA,24/01/2019
world,,masters,55-59,female,25m,individual_medley,400m,05:15.72,REYNOLDS Ellen,,USA,24/11/2019
world,,masters,55-59,female,50m,backstroke,100m,01:08.02,CORBEN Joanna,,GBR,15/06/2025
world,,masters,55-59,female,50m,backstroke,200m,02:28.90,CORBEN Joanna,,GBR,13/06/2025
world,,masters,55-59,female,50m,backstroke,50m,31.99,GREEN BLAIR Holly,,USA,02/08/2018
world,,masters,55-59,female,50m,breaststroke,100m,01:19.69,VITALONI Sabina,,ITA,08/08/2025
world,,masters,55-59,female,50m,breaststroke,200m,02:57.29,MULLER ASTORGA Andrea Erika,,CHI,10/08/2023
world,,masters,55-59,female,50m,breaststroke,50m,35.37,VITALONI Sabina,,ITA,13/08/2025
world,,masters,55-59,female,50m,butterfly,100m,01:07.55,BOSISIO Franca,,ITA,08/08/2023
world,,masters,55-59,female,50m,butterfly,200m,02:33.66,BOSISIO Franca,,ITA,12/08/2025
world,,masters,55-59,female,50m,butterfly,50m,30.05,MULLER ASTORGA Andrea Erika,,CHI,16/10/2024
world,,masters,55-59,female,50m,freestyle,100m,01:01.87,BUCKNELL Jennie,,AUS,20/04/2023
world,,masters,55-59,female,50m,freestyle,1500m,18:36.30,REYNOLDS Ellen,,USA,07/08/2019
world,,masters,55-59,female,50m,freestyle,200m,02:16.28,REYNOLDS Ellen,,USA,11/08/2019
world,,masters,55-59,female,50m,freestyle,400m,04:43.41,MARSHALL Lynn,,CAN,10/07/2016
world,,masters,55-59,female,50m,freestyle,50m,27.86,SADLER Helen,,GBR,15/06/2025
world,,masters,55-59,female,50m,freestyle,800m,09:44.76,MARSHALL Lynn,,CAN,25/02/2017
world,,masters,55-59,female,50m,individual_medley,200m,02:31.51,REYNOLDS Ellen,,USA,06/07/2019
world,,masters,55-59,female,50m,individual_medley,400m,05:22.41,REYNOLDS Ellen,,USA,06/07/2019
world,,masters,55-59,male,25m,backstroke,100m,01:00.27,GRUNER Frank,,GER,30/11/2025
world,,masters,55-59,male,25m,backstroke,200m,02:12.29,MAROCCO Eduardo,,BRA,02/12/2023
world,,masters,55-59,male,25m,backstroke,50m,27.19,KING Doug,,USA,02/11/2025
world,,masters,55-59,male,25m,breaststroke,100m,01:04.26,TRAVAINI Carlo,,ITA,16/02/2019
world,,masters,55-59,male,25m,breaststroke,200m,02:22.91,TRAVAINI Carlo,,ITA,21/04/2018
world,,masters,55-59,male,25m,breaststroke,50m,29.22,TRAVAINI Carlo,,ITA,09/02/2020
world,,masters,55-59,male,25m,butterfly,100m,59.11,WELDON Mark,,NZL,09/09/2023
world,,masters,55-59,male,25m,butterfly,200m,02:15.97,BREGMAN Hugo,,NED,26/01/2013
world,,masters,55-59,male,25m,butterfly,50m,25.56,ATASAY Serkan,,TUR,10/11/2025
world,,masters,55-59,male,25m,freestyle,100m,53.32,HOCHSTEIN Erik,,USA,05/10/2025
world,,masters,55-59,male,25m,freestyle,1500m,16:59.70,FOSTER Brent,,NZL,04/06/2022
world,,masters,55-59,male,25m,freestyle,200m,01:58.60,GRUNER Frank,,GER,19/01/2025
world,,masters,55-59,male,25m,freestyle,400m,04:16.03,MANN Michael,,USA,22/11/2009
world,,masters,55-59,male,25m,freestyle,50m,24.01,HOCHSTEIN Erik,,USA,05/10/2025
world,,masters,55-59,male,25m,freestyle,800m,08:51.34,MANN Michael,,USA,21/11/2009
world,,masters,55-59,male,25m,individual_medley,100m,01:00.15,GRUNER Frank,,GER,08/11/2025
world,,masters,55-59,male,25m,individual_medley,200m,02:11.84,GRUNER Frank,,GER,28/11/2025
world,,masters,55-59,male,25m,individual_medley,400m,04:49.07,GRUNER Frank,,GER,22/11/2025
world,,masters,55-59,male,50m,backstroke,100m,01:03.50,WOOD Steve,,USA,21/06/2015
world,,masters,55-59,male,50m,backstroke,200m,02:19.73,MAROCCO Eduardo,,BRA,02/05/2025
world,,masters,55-59,male,50m,backstroke,50m,28.54,ATASAY Serkan,,TUR,09/02/2025
world,,masters,55-59,male,50m,breaststroke,100m,01:07.65,TRAVAINI Carlo,,ITA,13/08/2019
world,,masters,55-59,male,50m,breaststroke,200m,02:30.63,GUTHRIE David,,USA,21/08/2016
world,,masters,55-59,male,50m,breaststroke,50m,30.02,TRAVAINI Carlo,,ITA,02/06/2019
world,,masters,55-59,male,50m,butterfly,100m,59.65,ATASAY Serkan,,TUR,09/02/2025
world,,masters,55-59,male,50m,butterfly,200m,02:16.78,MATTIOLI Marcus,,BRA,15/08/2015
world,,masters,55-59,male,50m,butterfly,50m,26.08,ATASAY Serkan,,TUR,07/02/2025
world,,masters,55-59,male,50m,freestyle,100m,55.76,THOMPSON Mark,,AUS,07/04/2024
world,,masters,55-59,male,50m,freestyle,1500m,17:22.61,MANN Michael,,USA,10/08/2009
world,,masters,55-59,male,50m,freestyle,200m,02:02.91,KALAUS Valter,,HUN,10/08/2025
world,,masters,55-59,male,50m,freestyle,400m,04:22.49,MANN Michael,,USA,25/07/2009
world,,masters,55-59,male,50m,freestyle,50m,24.45,BARNES Brent,,JPN,19/07/2015
world,,masters,55-59,male,50m,freestyle,800m,09:00.09,MANN Michael,,USA,24/07/2009
world,,masters,55-59,male,50m,individual_medley,200m,02:19.03,GRUNER Frank,,GER,11/08/2025
world,,masters,55-59,male,50m,individual_medley,400m,04:57.55,FOSTER Brent,,NZL,02/04/2022
world,,masters,60-64,female,25m,backstroke,100m,01:07.82,REYNOLDS Ellen,,USA,21/04/2024
world,,masters,60-64,female,25m,backstroke,200m,02:25.55,REYNOLDS Ellen,,USA,20/04/2024
world,,masters,60-64,female,25m,backstroke,50m,31.55,REYNOLDS Ellen,,USA,26/05/2024
world,,masters,60-64,female,25m,breaststroke,100m,01:20.50,WHITELEY Jenny,,AUS,26/05/2018
world,,masters,60-64,female,25m,breaststroke,200m,02:51.23,REYNOLDS Ellen,,USA,20/04/2024
world,,masters,60-64,female,25m,breaststroke,50m,36.79,HASSE Ute,,ESP,09/02/2024
